Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Yes,839,Support,7,5,Marketing,1,7076,2,Female,108,2,2,Healthcare Representative,4,Divorced,29950.0,359400.0,6,Y,Yes,8,4,2,80,2,10,6,2,4,1,3,4
44,Yes,No,805,Sales,28,4,Medical,1,6665,2,Male,200,4,4,Laboratory Technician,3,Married,25787.0,25787.0,0,Y,No,11,4,1,80,4,40,4,4,23,20,11,3
50,Yes,Yes,1144,Research & Development,30,4,Life Sciences,1,2672,3,Male,151,2,2,Laboratory Technician,3,Divorced,22629.0,678870.0,6,Y,Yes,47,4,2,80,2,33,3,1,7,4,5,6
36,No,Yes,939,Sales,25,5,Marketing,1,1581,3,Female,157,2,2,Laboratory Technician,4,Married,31004.0,279036.0,3,Y,Yes,49,3,3,80,4,31,2,4,1,1,1,1
40,No,No,678,Sales,30,2,Technical Degree,1,9062,1,Female,159,1,4,Research Scientist,3,Divorced,15368.0,291992.0,4,Y,No,23,4,1,80,4,16,6,1,5,4,2,4
55,No,No,1362,Hardware,41,4,Technical Degree,1,6044,4,Female,132,3,5,Manufacturing Director,3,Married,29632.0,177792.0,4,Y,No,10,1,2,80,1,11,5,1,8,4,1,6
59,No,Yes,502,Human Resources,45,4,Marketing,1,6463,3,Male,117,4,3,Sales Executive,1,Divorced,10953.0,251919.0,8,Y,No,46,3,3,80,2,2,5,3,1,1,1,1
37,No,Yes,976,Research & Development,27,5,Marketing,1,143,3,Female,131,1,1,Human Resources,2,Single,1927.0,50102.0,8,Y,No,32,1,2,80,3,8,4,1,1,1,1,1
43,No,No,1135,Support,25,5,Life Sciences,1,8337,4,Male,32,4,3,Research Director,2,Married,28058.0,84174.0,6,Y,Yes,4,4,2,80,2,22,3,3,8,6,5,2
59,No,No,696,Human Resources,37,3,Technical Degree,1,6492,1,Female,44,2,1,Manufacturing Director,1,Single,27275.0,736425.0,7,Y,No,30,2,4,80,1,34,2,2,2,2,2,2
49,No,Yes,898,Support,25,2,Marketing,1,9459,4,Male,52,2,1,Manufacturing Director,2,Married,2982.0,35784.0,2,Y,Yes,11,4,3,80,4,8,4,3,2,2,1,2
48,Yes,Yes,556,Software,45,2,Human Resources,1,7593,3,Male,161,3,5,Healthcare Representative,1,Married,35951.0,467363.0,7,Y,Yes,45,3,1,80,2,35,1,2,31,30,6,3
23,Yes,Yes,361,Research & Development,21,2,Life Sciences,1,2411,2,Male,103,4,5,Research Director,3,Divorced,26075.0,365050.0,2,Y,No,1,3,4,80,4,23,1,4,14,4,6,14
28,Yes,Yes,274,Software,8,4,Medical,1,5375,1,Male,34,1,1,Manager,2,Divorced,31192.0,93576.0,2,Y,No,11,2,4,80,3,12,5,4,12,12,12,4
32,Yes,Yes,970,Human Resources,50,4,Human Resources,1,2309,2,Female,163,1,1,Human Resources,4,Divorced,26029.0,26029.0,2,Y,No,25,1,3,80,3,6,6,1,4,2,3,4
38,Yes,Yes,283,Sales,13,5,Human Resources,1,4896,4,Female,195,1,2,Research Scientist,3,Divorced,33756.0,371316.0,5,Y,No,38,1,3,80,2,3,3,1,3,3,2,1
43,No,Yes,1002,Hardware,27,3,Marketing,1,113,3,Female,54,3,2,Research Director,3,Divorced,1887.0,54723.0,2,Y,Yes,12,4,3,80,1,29,1,1,19,5,1,11
53,No,Yes,367,Hardware,14,5,Marketing,1,1132,1,Male,91,1,4,Research Scientist,3,Divorced,16297.0,309643.0,2,Y,No,39,1,3,80,3,6,1,4,5,1,4,2
41,Yes,Yes,725,Human Resources,34,1,Marketing,1,3735,1,Female,42,3,4,Research Scientist,2,Single,37797.0,944925.0,2,Y,No,31,2,3,80,4,18,5,1,8,1,8,2
24,Yes,Yes,1368,Sales,43,1,Other,1,5889,2,Female,200,1,4,Manufacturing Director,2,Divorced,48320.0,1256320.0,4,Y,No,45,4,4,80,2,38,3,4,15,9,8,4
57,No,No,752,Sales,6,3,Technical Degree,1,6981,4,Male,50,4,3,Sales Executive,4,Divorced,39756.0,357804.0,2,Y,Yes,36,2,3,80,4,37,3,2,33,33,23,15
60,Yes,Yes,1073,Sales,3,3,Marketing,1,1955,2,Male,193,3,2,Healthcare Representative,4,Married,22434.0,291642.0,5,Y,Yes,35,4,3,80,3,29,1,3,11,4,1,7
24,No,Yes,492,Research & Development,18,1,Life Sciences,1,3682,4,Male,91,1,1,Sales Executive,2,Divorced,21179.0,317685.0,3,Y,Yes,15,2,3,80,2,4,2,4,1,1,1,1
60,No,No,1306,Sales,12,2,Other,1,7195,1,Female,119,1,2,Laboratory Technician,3,Married,19607.0,431354.0,8,Y,No,31,2,1,80,1,4,2,1,2,1,2,1
47,No,Yes,850,Software,10,4,Marketing,1,3474,2,Female,60,4,2,Manufacturing Director,1,Divorced,44912.0,1347360.0,0,Y,No,48,3,3,80,1,16,3,4,7,7,1,3
49,No,Yes,818,Support,42,1,Technical Degree,1,2249,2,Female,130,3,5,Sales Executive,3,Married,14372.0,330556.0,6,Y,No,47,3,2,80,3,2,1,2,2,2,1,1
30,No,Yes,1416,Research & Development,25,2,Other,1,3766,1,Female,141,3,2,Healthcare Representative,3,Married,24086.0,650322.0,3,Y,Yes,45,1,4,80,1,16,6,1,4,4,3,1
35,No,Yes,240,Hardware,36,3,Medical,1,5871,2,Female,152,1,4,Healthcare Representative,1,Single,16222.0,340662.0,4,Y,Yes,1,2,2,80,4,29,6,4,25,25,6,19
40,Yes,Yes,1033,Research & Development,44,4,Medical,1,8587,2,Male,116,2,4,Laboratory Technician,3,Married,37989.0,835758.0,4,Y,No,3,2,3,80,1,8,4,1,5,2,5,4
57,Yes,No,1391,Software,7,1,Medical,1,5051,2,Female,39,2,5,Manufacturing Director,3,Married,10786.0,226506.0,5,Y,No,30,1,4,80,2,39,5,1,17,5,2,16
46,No,No,1462,Software,34,1,Marketing,1,1233,2,Female,113,3,5,Sales Representative,4,Married,5788.0,138912.0,5,Y,No,30,1,2,80,2,2,1,4,2,1,1,1
45,No,Yes,518,Software,38,5,Marketing,1,8853,3,Female,124,3,1,Sales Representative,4,Married,22576.0,519248.0,3,Y,Yes,11,2,2,80,3,6,4,3,2,2,2,2
26,No,No,1079,Research & Development,16,4,Technical Degree,1,3179,1,Female,35,1,2,Sales Executive,3,Married,48836.0,732540.0,8,Y,Yes,35,1,1,80,3,34,1,1,17,12,1,9
27,No,Yes,949,Software,12,2,Other,1,5285,1,Female,56,1,5,Human Resources,3,Single,14743.0,412804.0,8,Y,No,40,4,4,80,3,7,1,1,6,5,3,5
30,No,Yes,856,Software,18,1,Technical Degree,1,169,3,Female,117,1,4,Sales Representative,2,Single,36623.0,439476.0,7,Y,Yes,15,3,1,80,3,28,2,4,7,6,5,6
38,Yes,No,1117,Sales,33,5,Medical,1,2698,3,Male,103,1,2,Sales Representative,2,Single,32770.0,917560.0,2,Y,No,13,1,1,80,2,3,6,2,2,1,1,1
28,No,No,1035,Sales,50,2,Marketing,1,8528,4,Female,63,3,1,Manufacturing Director,1,Single,6802.0,47614.0,2,Y,No,20,2,3,80,1,17,3,1,7,5,1,2
22,No,Yes,469,Support,14,1,Life Sciences,1,8926,2,Male,49,2,3,Sales Executive,2,Married,7774.0,147706.0,1,Y,No,47,2,2,80,2,19,1,3,18,15,15,2
60,No,No,166,Support,28,3,Technical Degree,1,9455,1,Male,155,4,2,Healthcare Representative,2,Single,34589.0,242123.0,7,Y,No,45,4,2,80,2,4,3,2,1,1,1,1
24,No,Yes,662,Support,46,3,Human Resources,1,6320,3,Male,187,4,3,Human Resources,2,Married,6618.0,52944.0,1,Y,Yes,2,1,3,80,4,16,3,3,13,6,13,3
51,No,Yes,1104,Research & Development,8,4,Medical,1,1291,2,Male,37,3,2,Research Director,2,Married,48178.0,1300806.0,5,Y,No,17,2,3,80,1,29,1,3,18,8,9,7
35,No,No,1191,Support,49,2,Life Sciences,1,5739,3,Male,193,1,2,Healthcare Representative,4,Married,40070.0,1202100.0,5,Y,Yes,44,1,4,80,3,12,4,2,7,5,5,7
48,Yes,Yes,533,Software,14,1,Marketing,1,6155,2,Male,80,3,1,Sales Representative,1,Single,50565.0,1365255.0,1,Y,Yes,1,4,2,80,2,24,1,3,1,1,1,1
32,Yes,Yes,670,Sales,36,2,Marketing,1,1700,2,Male,164,3,1,Laboratory Technician,4,Married,2646.0,10584.0,3,Y,No,24,2,2,80,2,26,2,2,5,3,5,4
43,Yes,No,677,Sales,8,2,Other,1,948,4,Female,137,2,3,Manufacturing Director,4,Divorced,30822.0,369864.0,5,Y,No,30,2,1,80,2,30,4,4,21,2,16,16
43,Yes,No,1496,Software,34,5,Life Sciences,1,5911,1,Female,109,2,4,Developer,3,Divorced,4338.0,60732.0,3,Y,Yes,20,3,2,80,2,39,4,2,6,5,5,4
25,Yes,No,1414,Software,42,1,Life Sciences,1,5185,2,Female,101,3,5,Research Scientist,4,Single,30728.0,768200.0,8,Y,No,47,4,4,80,3,5,1,3,2,1,1,1
32,No,Yes,956,Hardware,21,2,Technical Degree,1,5491,2,Female,35,3,1,Research Director,4,Single,24199.0,387184.0,6,Y,No,28,1,1,80,4,9,4,4,9,6,9,1
30,Yes,Yes,644,Research & Development,33,3,Technical Degree,1,6878,2,Female,186,1,1,Human Resources,4,Married,38200.0,1069600.0,8,Y,Yes,36,1,3,80,2,39,3,3,6,4,3,4
22,No,Yes,203,Software,1,5,Medical,1,8089,2,Female,63,1,1,Research Scientist,1,Married,25793.0,515860.0,3,Y,Yes,5,3,2,80,2,37,1,2,35,26,2,29
49,Yes,Yes,159,Support,15,4,Marketing,1,4868,1,Male,148,4,2,Laboratory Technician,3,Single,50009.0,450081.0,6,Y,No,23,2,4,80,2,15,5,2,4,1,1,1
40,Yes,No,917,Human Resources,7,2,Medical,1,3206,2,Male,129,4,4,Sales Executive,1,Divorced,47799.0,286794.0,1,Y,Yes,42,3,1,80,2,16,4,4,3,1,1,1
32,No,Yes,1296,Software,10,5,Other,1,6704,2,Male,154,1,3,Manager,3,Single,46942.0,1126608.0,4,Y,No,45,3,3,80,3,36,2,2,22,21,1,5
53,Yes,No,1256,Sales,41,1,Technical Degree,1,5409,3,Male,85,3,4,Manufacturing Director,3,Divorced,20672.0,310080.0,5,Y,Yes,8,2,1,80,4,35,4,2,27,13,18,4
56,Yes,Yes,1350,Support,46,5,Marketing,1,3574,2,Male,134,2,4,Manufacturing Director,4,Single,18730.0,524440.0,8,Y,No,16,4,3,80,4,8,1,3,5,2,5,1
41,No,Yes,803,Hardware,39,5,Human Resources,1,9162,3,Female,140,1,3,Research Scientist,2,Divorced,16728.0,133824.0,0,Y,No,25,3,2,80,2,38,3,3,29,2,22,1
52,Yes,Yes,1271,Hardware,39,4,Technical Degree,1,8326,3,Female,135,2,5,Manager,4,Single,41754.0,960342.0,8,Y,No,39,4,3,80,2,24,2,3,16,15,4,16
47,No,No,1366,Hardware,11,1,Other,1,7871,3,Male,71,1,4,Sales Representative,3,Single,8811.0,176220.0,0,Y,Yes,30,1,3,80,1,12,1,4,11,4,11,10
53,No,Yes,206,Software,41,1,Other,1,3835,4,Female,32,1,1,Manager,4,Divorced,39694.0,238164.0,4,Y,No,11,3,1,80,1,13,2,4,12,11,7,11
26,Yes,Yes,431,Human Resources,17,1,Medical,1,678,4,Female,175,4,5,Laboratory Technician,4,Single,20522.0,184698.0,4,Y,Yes,46,4,3,80,3,14,3,2,1,1,1,1
31,Yes,Yes,485,Sales,4,4,Technical Degree,1,6406,2,Female,156,3,1,Sales Representative,2,Single,43728.0,568464.0,4,Y,Yes,4,1,1,80,2,34,1,2,30,7,13,8
46,Yes,Yes,1163,Human Resources,49,1,Life Sciences,1,3781,2,Female,39,3,4,Manufacturing Director,2,Divorced,21926.0,219260.0,1,Y,Yes,19,3,4,80,1,16,2,2,9,1,1,4
59,No,Yes,1440,Research & Development,44,1,Other,1,7660,2,Male,95,1,1,Healthcare Representative,4,Single,11394.0,227880.0,0,Y,Yes,19,2,3,80,3,38,4,1,25,20,13,12
28,Yes,No,510,Support,3,2,Other,1,5160,4,Female,63,1,4,Laboratory Technician,3,Married,40596.0,771324.0,1,Y,No,24,1,3,80,3,17,4,2,5,5,3,3
19,No,Yes,619,Hardware,32,1,Human Resources,1,5258,4,Female,190,3,4,Sales Representative,2,Single,45397.0,363176.0,0,Y,Yes,30,3,2,80,2,28,1,2,15,4,13,14
48,No,No,614,Human Resources,37,5,Other,1,6364,3,Male,54,1,5,Healthcare Representative,3,Married,4350.0,52200.0,8,Y,Yes,6,3,4,80,3,1,3,3,1,1,1,1
32,No,No,135,Hardware,18,5,Marketing,1,6197,1,Male,66,4,5,Healthcare Representative,4,Married,41996.0,209980.0,4,Y,No,7,4,2,80,3,3,4,3,1,1,1,1
22,No,No,916,Sales,3,2,Marketing,1,555,1,Male,145,4,3,Research Scientist,4,Married,10189.0,275103.0,4,Y,Yes,12,1,1,80,3,18,3,1,14,8,10,11
31,No,Yes,423,Software,9,4,Medical,1,3200,4,Male,48,2,4,Research Scientist,1,Single,20527.0,307905.0,0,Y,Yes,7,3,2,80,4,3,5,3,1,1,1,1
52,Yes,Yes,435,Hardware,19,3,Technical Degree,1,5629,1,Male,91,4,5,Research Scientist,3,Married,20404.0,306060.0,8,Y,No,24,4,3,80,3,40,1,1,12,7,2,2
40,Yes,No,289,Research & Development,28,3,Medical,1,6250,3,Male,183,2,3,Research Director,1,Divorced,35769.0,608073.0,7,Y,Yes,24,3,3,80,1,23,3,1,6,3,4,5
24,Yes,Yes,219,Hardware,42,4,Technical Degree,1,5282,2,Female,75,1,4,Manager,1,Divorced,27820.0,639860.0,4,Y,Yes,11,4,3,80,1,12,5,2,1,1,1,1
33,Yes,Yes,454,Software,7,5,Human Resources,1,1032,2,Female,182,2,3,Sales Executive,2,Married,15305.0,153050.0,4,Y,No,2,3,3,80,3,1,5,3,1,1,1,1
45,Yes,Yes,1375,Human Resources,2,2,Marketing,1,5403,4,Male,122,2,4,Research Director,1,Married,37608.0,75216.0,5,Y,Yes,11,4,3,80,3,6,6,4,4,4,4,4
46,Yes,Yes,739,Research & Development,23,1,Technical Degree,1,8746,3,Female,118,4,1,Manufacturing Director,4,Divorced,13949.0,139490.0,2,Y,Yes,23,2,4,80,4,21,5,1,4,2,4,3
59,No,Yes,982,Software,19,4,Life Sciences,1,7730,2,Male,98,2,1,Research Scientist,4,Divorced,2437.0,9748.0,8,Y,Yes,39,1,3,80,2,30,3,4,9,4,3,3
36,Yes,No,759,Research & Development,1,4,Medical,1,2041,3,Female,66,3,5,Laboratory Technician,1,Single,32680.0,424840.0,4,Y,No,40,1,3,80,4,36,2,4,29,6,14,29
39,No,No,1050,Hardware,19,1,Human Resources,1,2444,4,Male,88,1,1,Healthcare Representative,2,Divorced,41445.0,331560.0,0,Y,Yes,28,1,4,80,2,39,3,1,9,9,2,1
43,Yes,Yes,621,Support,24,1,Human Resources,1,1150,3,Male,144,3,3,Laboratory Technician,4,Married,39295.0,39295.0,2,Y,No,34,1,1,80,4,31,3,2,23,3,23,8
45,Yes,Yes,230,Research & Development,3,2,Other,1,5887,3,Male,110,3,1,Manufacturing Director,4,Single,23311.0,466220.0,2,Y,Yes,16,3,1,80,4,35,1,3,7,6,6,5
54,Yes,Yes,1189,Support,26,4,Marketing,1,1658,3,Male,39,2,2,Laboratory Technician,3,Married,9045.0,108540.0,6,Y,No,41,4,4,80,1,37,4,3,18,10,6,3
29,Yes,Yes,1292,Sales,7,2,Marketing,1,4692,2,Male,139,1,3,Developer,1,Married,43687.0,393183.0,7,Y,Yes,13,2,3,80,2,6,6,4,6,1,6,4
38,Yes,Yes,460,Hardware,14,5,Medical,1,9710,1,Male,192,1,5,Manager,4,Married,45279.0,90558.0,8,Y,Yes,4,3,2,80,3,24,2,4,3,3,1,3
53,Yes,Yes,1200,Software,18,3,Medical,1,4808,4,Female,42,4,4,Sales Executive,2,Divorced,12977.0,142747.0,6,Y,Yes,33,2,3,80,1,35,2,2,3,3,2,3
31,Yes,Yes,674,Sales,40,1,Life Sciences,1,8924,1,Female,112,1,3,Research Director,1,Married,14011.0,70055.0,5,Y,No,32,4,3,80,1,16,2,4,5,3,5,3
40,No,Yes,627,Human Resources,38,3,Life Sciences,1,7140,2,Male,67,3,2,Manager,4,Married,34094.0,750068.0,1,Y,No,27,1,2,80,3,36,6,2,10,9,3,3
55,Yes,Yes,259,Support,15,2,Technical Degree,1,2827,4,Male,142,4,4,Developer,4,Married,28661.0,745186.0,3,Y,Yes,18,3,1,80,3,35,3,2,31,22,9,23
44,Yes,Yes,807,Support,24,2,Other,1,9051,1,Female,91,4,1,Human Resources,2,Married,27228.0,435648.0,5,Y,Yes,1,4,4,80,1,32,5,2,20,11,15,14
20,Yes,Yes,548,Support,46,3,Human Resources,1,4686,3,Male,159,1,4,Sales Representative,4,Divorced,36398.0,509572.0,0,Y,No,7,1,4,80,4,12,1,3,2,1,2,2
50,No,Yes,248,Human Resources,6,3,Other,1,7659,2,Male,151,4,5,Research Scientist,3,Married,48046.0,1441380.0,1,Y,No,16,2,2,80,3,40,2,2,26,26,21,4
21,No,No,280,Software,12,4,Life Sciences,1,9002,3,Female,52,1,4,Healthcare Representative,1,Single,8669.0,60683.0,6,Y,Yes,4,4,2,80,3,1,3,4,1,1,1,1
24,Yes,Yes,1312,Research & Development,44,5,Marketing,1,1916,4,Female,145,2,5,Manufacturing Director,3,Married,26385.0,448545.0,8,Y,No,43,4,2,80,2,11,5,2,8,5,3,6
18,No,Yes,1146,Hardware,27,2,Technical Degree,1,6042,1,Female,46,4,4,Laboratory Technician,3,Divorced,24760.0,99040.0,3,Y,Yes,12,1,3,80,1,28,1,2,3,1,2,3
47,No,Yes,564,Support,26,1,Life Sciences,1,9639,2,Female,78,4,1,Healthcare Representative,3,Divorced,33715.0,472010.0,1,Y,Yes,25,3,2,80,4,9,4,2,5,5,3,5
51,No,Yes,1368,Support,13,3,Other,1,7176,2,Male,170,2,2,Research Director,2,Single,33353.0,900531.0,0,Y,No,39,1,3,80,3,12,4,2,10,2,8,4
25,No,Yes,1346,Research & Development,34,1,Life Sciences,1,1249,3,Female,140,1,2,Manager,1,Single,37971.0,341739.0,6,Y,No,16,1,1,80,1,21,4,3,20,17,20,14
51,No,No,415,Support,29,5,Life Sciences,1,4089,3,Male,145,3,5,Human Resources,1,Married,30891.0,834057.0,7,Y,No,20,3,4,80,3,9,4,3,7,4,1,2
24,No,No,133,Hardware,11,5,Technical Degree,1,3671,4,Female,115,2,4,Manager,2,Single,48700.0,779200.0,0,Y,Yes,3,3,4,80,4,8,6,1,1,1,1,1
33,No,No,145,Research & Development,8,3,Marketing,1,5474,1,Female,45,2,2,Human Resources,3,Married,31996.0,575928.0,7,Y,Yes,7,4,4,80,1,1,5,3,1,1,1,1
42,No,Yes,816,Hardware,37,1,Other,1,7578,2,Female,114,3,5,Developer,1,Married,32238.0,322380.0,7,Y,No,24,3,4,80,4,11,1,3,5,5,1,3
27,Yes,Yes,336,Hardware,32,5,Human Resources,1,8169,3,Male,38,1,4,Sales Representative,3,Married,22618.0,67854.0,1,Y,Yes,27,3,4,80,2,13,3,1,1,1,1,1
38,Yes,Yes,367,Support,37,5,Medical,1,2087,4,Male,113,4,4,Human Resources,1,Single,7299.0,87588.0,2,Y,No,3,4,4,80,4,22,4,3,5,5,4,5
55,No,No,946,Human Resources,18,2,Human Resources,1,894,2,Male,31,2,5,Sales Representative,4,Divorced,30891.0,617820.0,8,Y,Yes,44,4,2,80,1,26,3,2,6,6,4,6
27,Yes,Yes,1329,Human Resources,10,2,Other,1,6260,4,Female,107,4,3,Laboratory Technician,4,Divorced,38491.0,76982.0,2,Y,No,40,4,4,80,1,1,6,1,1,1,1,1
60,No,Yes,1298,Human Resources,36,3,Life Sciences,1,4507,1,Female,146,1,1,Developer,2,Married,16433.0,262928.0,4,Y,Yes,7,1,2,80,1,40,3,4,28,15,2,21
47,Yes,No,1034,Hardware,2,4,Life Sciences,1,9951,3,Female,101,1,2,Research Scientist,2,Single,44403.0,1198881.0,1,Y,Yes,6,2,1,80,4,3,4,1,1,1,1,1
41,Yes,Yes,344,Support,25,1,Other,1,8310,3,Female,87,2,4,Laboratory Technician,4,Divorced,31023.0,775575.0,2,Y,No,10,3,3,80,2,12,2,1,8,6,5,8
56,Yes,No,667,Research & Development,6,5,Life Sciences,1,1731,2,Male,36,2,2,Sales Representative,4,Single,21275.0,638250.0,4,Y,Yes,44,1,4,80,4,22,1,3,2,2,1,1
51,No,Yes,1089,Sales,14,2,Other,1,8211,1,Female,105,2,2,Research Director,4,Married,35243.0,422916.0,5,Y,Yes,15,3,2,80,4,34,3,2,33,30,3,26
37,No,Yes,151,Software,45,5,Medical,1,6034,2,Male,139,2,2,Sales Representative,2,Married,34541.0,759902.0,5,Y,No,2,1,3,80,2,9,6,3,8,1,2,7
53,Yes,No,411,Human Resources,48,2,Life Sciences,1,1036,2,Male,187,2,5,Sales Executive,1,Single,18842.0,339156.0,1,Y,Yes,8,1,2,80,3,16,3,4,16,15,11,4
40,Yes,Yes,1237,Sales,10,4,Other,1,1083,4,Male,65,1,4,Manager,3,Single,41977.0,587678.0,2,Y,Yes,5,1,1,80,1,27,6,1,18,6,13,16
48,No,Yes,1243,Sales,34,4,Marketing,1,1390,2,Female,137,1,4,Sales Executive,3,Single,36439.0,182195.0,8,Y,Yes,8,2,4,80,3,14,5,4,5,3,2,1
53,Yes,Yes,1479,Sales,48,3,Human Resources,1,8298,1,Male,137,1,5,Sales Representative,3,Single,48214.0,1012494.0,7,Y,Yes,7,3,1,80,4,25,2,1,19,9,6,18
52,No,Yes,675,Software,49,5,Medical,1,9189,4,Male,71,4,2,Developer,1,Divorced,20560.0,246720.0,0,Y,Yes,45,1,4,80,2,11,1,3,11,2,5,5
59,Yes,Yes,1188,Hardware,25,3,Technical Degree,1,1967,2,Male,168,4,4,Manufacturing Director,4,Divorced,6089.0,103513.0,8,Y,Yes,41,1,4,80,2,38,1,2,20,11,18,19
51,Yes,No,806,Research & Development,12,1,Medical,1,5168,1,Male,102,4,4,Sales Representative,3,Single,22753.0,250283.0,5,Y,No,30,1,2,80,1,18,4,1,9,9,5,4
55,Yes,Yes,209,Research & Development,19,4,Medical,1,4816,1,Male,62,2,2,Sales Representative,3,Married,50996.0,1223904.0,7,Y,Yes,26,1,3,80,1,28,1,3,10,6,7,5
41,No,Yes,1113,Software,38,2,Technical Degree,1,6387,3,Male,69,1,2,Developer,2,Divorced,23364.0,443916.0,3,Y,Yes,0,4,4,80,4,12,4,1,7,5,4,5
48,Yes,Yes,916,Research & Development,4,2,Other,1,5908,2,Female,62,1,4,Healthcare Representative,1,Divorced,50659.0,1165157.0,8,Y,No,16,1,3,80,3,5,1,3,5,4,5,1
56,Yes,Yes,921,Software,20,1,Life Sciences,1,1898,4,Male,75,3,2,Sales Executive,1,Married,20652.0,82608.0,2,Y,No,40,3,1,80,2,19,6,1,8,6,2,6
43,Yes,No,1298,Support,22,1,Human Resources,1,3777,4,Female,34,2,3,Sales Executive,4,Single,9362.0,252774.0,2,Y,No,21,3,1,80,2,28,6,3,26,12,12,13
19,No,No,390,Support,21,1,Other,1,7351,3,Female,179,4,4,Sales Representative,4,Divorced,33347.0,933716.0,3,Y,No,33,1,1,80,1,34,5,4,29,18,4,14
30,No,Yes,658,Research & Development,11,3,Medical,1,1448,2,Female,160,2,3,Developer,1,Divorced,49793.0,846481.0,0,Y,No,45,2,4,80,1,12,5,4,3,2,2,3
58,Yes,Yes,850,Sales,24,3,Life Sciences,1,8056,3,Male,166,4,4,Laboratory Technician,1,Married,6116.0,165132.0,7,Y,No,11,4,4,80,2,18,2,3,15,4,6,3
39,Yes,Yes,740,Hardware,45,1,Medical,1,8290,3,Female,151,4,5,Developer,2,Single,32140.0,771360.0,5,Y,Yes,22,2,4,80,2,3,3,4,1,1,1,1
59,No,No,1137,Support,18,4,Human Resources,1,7487,2,Female,153,4,2,Human Resources,1,Divorced,5347.0,48123.0,7,Y,No,29,4,3,80,2,37,3,2,32,5,2,12
20,No,Yes,659,Research & Development,35,1,Technical Degree,1,8742,3,Male,153,2,5,Manufacturing Director,1,Married,22338.0,670140.0,8,Y,Yes,13,1,1,80,2,19,4,1,13,7,11,8
29,No,Yes,156,Human Resources,5,2,Other,1,9343,3,Female,151,4,4,Manufacturing Director,2,Married,13570.0,162840.0,7,Y,Yes,10,4,3,80,3,40,1,2,6,3,1,4
40,No,No,1410,Research & Development,29,5,Human Resources,1,7314,4,Female,156,2,4,Healthcare Representative,4,Single,13340.0,226780.0,4,Y,Yes,32,3,1,80,2,2,4,4,1,1,1,1
48,No,Yes,835,Research & Development,27,5,Marketing,1,1547,1,Male,198,3,4,Manager,4,Married,23180.0,139080.0,3,Y,No,39,3,2,80,4,16,2,4,14,11,5,13
49,Yes,Yes,1019,Software,50,1,Technical Degree,1,6816,4,Male,41,1,5,Human Resources,3,Single,25345.0,202760.0,6,Y,No,39,1,4,80,3,32,6,4,31,4,22,13
60,No,Yes,1303,Software,20,3,Human Resources,1,9662,1,Male,148,2,5,Developer,2,Divorced,48823.0,781168.0,4,Y,No,5,4,4,80,4,21,1,2,10,6,8,7
33,No,Yes,640,Research & Development,15,1,Marketing,1,3643,1,Male,106,1,3,Healthcare Representative,3,Married,45027.0,360216.0,0,Y,No,21,3,1,80,1,27,6,2,15,13,11,4
24,Yes,Yes,731,Sales,25,1,Human Resources,1,1503,2,Female,104,3,1,Laboratory Technician,2,Single,1493.0,41804.0,6,Y,No,34,2,4,80,1,22,1,3,3,1,2,2
33,No,Yes,967,Hardware,34,1,Technical Degree,1,6751,2,Male,151,1,1,Sales Representative,1,Married,34041.0,442533.0,7,Y,No,31,4,2,80,3,38,1,4,14,5,8,1
19,No,No,520,Software,33,1,Life Sciences,1,1930,3,Female,88,3,1,Manufacturing Director,4,Single,30154.0,211078.0,7,Y,No,23,2,2,80,4,27,3,3,2,1,1,1
48,Yes,Yes,175,Software,18,1,Marketing,1,7242,2,Female,137,2,4,Research Director,2,Married,23859.0,190872.0,7,Y,No,33,4,4,80,1,38,5,2,27,1,7,3
37,Yes,Yes,1196,Human Resources,48,3,Medical,1,2031,1,Male,132,3,3,Laboratory Technician,4,Married,8876.0,115388.0,3,Y,Yes,3,2,2,80,1,24,1,1,7,2,2,3
44,Yes,No,583,Hardware,28,1,Life Sciences,1,324,2,Male,137,2,3,Developer,2,Married,13176.0,144936.0,0,Y,No,5,3,2,80,1,8,3,3,4,1,4,2
39,No,No,118,Hardware,19,4,Marketing,1,6496,1,Male,140,1,2,Human Resources,4,Married,26137.0,757973.0,2,Y,No,48,4,3,80,4,37,3,3,6,5,3,5
22,No,Yes,850,Software,35,3,Human Resources,1,5652,3,Male,194,1,2,Laboratory Technician,2,Divorced,14112.0,296352.0,6,Y,Yes,21,3,2,80,1,2,4,2,1,1,1,1
33,No,Yes,322,Human Resources,40,3,Technical Degree,1,1037,3,Female,148,4,3,Manufacturing Director,2,Single,50764.0,101528.0,0,Y,No,15,4,1,80,4,26,4,3,17,10,4,14
46,Yes,Yes,1112,Hardware,3,4,Technical Degree,1,4698,4,Female,87,4,5,Laboratory Technician,2,Divorced,7010.0,161230.0,8,Y,Yes,0,2,3,80,1,5,3,2,3,2,1,3
